Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight,fit_kwargs,model_kwargs
SERUM,0.8,FCNN Regressor (GridSearchCV),14.529558310113025,12.83939654350281,26.217167913722037,-1.394975165200666,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 16, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': True, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
SERUM,0.8,FCNN Regressor (GridSearchCV),14.300845168846084,12.503277502059936,25.368404760118267,-1.32016889027456,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 16, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': True, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
URINE,0.8,FCNN Regressor (GridSearchCV),15.993188982165982,13.450082739805564,27.125120836949066,-1.7456342337778623,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': None, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': True, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
URINE,0.8,FCNN Regressor (GridSearchCV),14.628761612967622,12.230480692936824,24.78722441293432,-1.2971410811087587,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 64, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': True, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
URINE,0.8,FCNN Regressor (GridSearchCV),15.536713396647851,13.362904377472706,27.583788535160824,-1.5911398403827803,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 16, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': True, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
URINE,0.8,FCNN Regressor (GridSearchCV),16.325236475338965,13.918429555648412,28.02379649131185,-1.8608263993127323,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': None, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': True, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
PLASMA,0.8,FCNN Regressor (GridSearchCV),16.192173931867096,14.168530000959121,27.903967403375958,-2.0114252597309146,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 32, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': True, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
PLASMA,0.8,FCNN Regressor (GridSearchCV),16.03533323738342,14.057309650239487,27.90447574608469,-1.9533692425265925,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': None, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': True, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
PLASMA,0.8,FCNN Regressor (GridSearchCV),16.19747020442331,14.356488836379278,28.747642521547963,-2.013395586562348,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': None, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': False, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
PLASMA,0.8,FCNN Regressor (GridSearchCV),18.3343469609811,16.389031264895483,32.64245186354326,-2.8609365082492335,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': None, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': True, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
SALIVA,0.8,FCNN Regressor (GridSearchCV),15.75006321988678,14.21857265896267,28.070705701837657,-2.3109915663946285,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 16, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': True, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
SALIVA,0.8,FCNN Regressor (GridSearchCV),16.114879710013387,14.58835428025987,28.85255445730945,-2.4661520332000935,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': None, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': True, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
SALIVA,0.8,FCNN Regressor (GridSearchCV),15.86448772577086,14.38253038194444,28.478170177496114,-2.3592751543396058,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 32, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': True, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
SALIVA,0.8,FCNN Regressor (GridSearchCV),15.899834802172,14.22361327277289,27.923837153064884,-2.3742611832994402,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 16, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': True, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
